DEBIR,hebraico,um oráculo - Js 10:3
DÉBORA,hebraico,abelha - Gn 35:8
DECÁPOLIS,grego,dez cidades - Mt 4:25
DECAR,hebraico,filho - 1 Rs 4:9
DECLA,,palmeira - Gn 10:27
DEDA,hebraico,inclinado - Gn 10:7
DEHI,hebraico,promessa eloquente - Lv 24:11
DELAÍAS,hebraico,Jeová planejou - 1 Cr 3:24
DELEA,hebraico,campo de pepinos - Jz 15:38
DELOS,grego,visível - 1 Mac 15:22
DEMAS,grego,uma abreviatura de Demétrio; popular - Cl 4:14
DEMÉTRIO,grego,que pertence a deusa Demeter - At 19:24
DENABA,hebraico,ela pronunciou julgamento - Gn 36:32
DERBE,latim,um aguilhão - At 14:20
DEUEL,hebraico,invocação de Deus - Nm 1:14
DEUS,hebraico,Eloim; El; Jeová e outros - Gn 1:1
DEUTERONÔMIO,grego,repetição da lei
DI-ZAABA,hebraico,abundante em ouro - Dt 1:1
DIABO,grego,caluniador - 1 P 5:8
DIAMANTE,hebraico,galabom | grego: adamas; pedra preciosa indomável - Ex 28:18
DIANA,latim,nome latino da deusa; luminosa; perfeita; deusa da caça - At 19:24
DIBLA,hebraico,massa esférica; bolo - Ez 6:14
DIBLAIM,hebraico,bolos; gêmeos; abraço duplo - Os 1:3
DIBLATAIM,hebraico,escondido no pé de figo - Nm 33:46
DIBOM,hebraico,caminho devastado - Nm 21:30
DIBOM-GADE,hebraico,caminho devastado de Gade - Nm 21:30
DIBRI,hebraico,promessa; eloqüente - Lv 24:11
DICLA,hebraico,palmeira - Gn 20:27
DÍDIMO,grego,gêmeo - Jo 11:16
DIFATE,hebraico,um terror - Gn 10:3
DILA,hebraico,campo de pepinos; uma grande abóbora - Js 15:38
DILEÃ,hebraico,campo de pepinos; uma grande abóbora - Js 15:38
DIMNA,hebraico,monte de lixo - Nm 21:35
DIMON,hebraico,monte de lixo - Is 15:9
DIMONA,hebraico,descanso seguro - Js 15:22
DINÁ,hebraico,julgado; julgamento - Gn 30:21
DINABA,hebraico,pronunciou julgamento - Gn 36:32
DIOMÉDES,grego,claro a divindade - 1 Mac 4:45
DIONÍSIO,grego,pertence a Baco - At 17:34
DIÓSCORO,grego,filho de Júpiter - 1 Mac 11:22
DIÓSCUROS,grego,navio que Paulo viajou de Malta para Régio; filho de Zeus - At 28:11
DIÓTREFES,grego,nutrido por Zeus; deuses da mitologia - 3 Jo 9:11
DIREITA,grego,destra; gazeta - At 9:11
DISA,hebraico,pigarga; ave - Gn 36:21
DISOM,hebraico,antílope - 1 Cr 1:38
DOC,hebraico,vigia - 1 Mac 16:15
DOCUS,hebraico,vigia - 1 Mac 16:15
DODA,hebraico,amado do Senhor - 2 Cr 20:37-30
DODAI,hebraico,amado do Senhor - 1 Cr 27:4
DODANIM,hebraico,chefes - Gn 10:4
DODAVA,hebraico,amor de Jeová; amado por Jeová - 2 Cr 20:37
DODAVAU,hebraico,amado do Senhor - 2 Cr 20:37
DODO,hebraico,amante - Jz 10:1
DOEGUE,hebraico,tímido; medroso - 1 Sm 21:7
DOFCA,hebraico,guiando rebanho - Nm 33:12
DOGUE,hebraico,vigia - 1 Mac 16:15
DONIM,hebraico,fim de sangue (uva) - 1 Cr 11:13
DOR,hebraico,habitação - Js 11:2
DORA,grego,dádiva - 1 Mac 15:11
DORCAS,grego,gazela; aramaico; Talita - At 9:36
DORDA,hebraico,pérola da sabedoria - 1 Cr 2:6, 1 Rs 4:31
DORGUE,hebraico,tímido - 1 Sm 21:7
DOTA,hebraico,dois poços - Gn 37:17
DOTAIM,hebraico,dois poços - Gn 37:17
DRAGÃO,grego,enganador - Ap 12:3
DRUSILA,hebraico,regada pelo orvalho - At 24:24
DUDIA,hebraico,amado do Senhor - 1 Cr 27:4
DUMA,hebraico,silêncio - Gn 25:14
DURA,hebraico,círculo - Dn 3:1
EBAL,hebraico,pedroso - Dt 11:29
ÉBANO,hebraico,madeira preta - Ez 27:15
EBEDE,hebraico,escravo - Jz 9:28
EBEDE-MELEQUE,hebraico; servo do rei - Jr 38:1
EBENEZER,hebraico,pedra de auxílio - 1 Sm 7:12
ÉBER,hebraico,região além - Gn 10:21
ÉBES,hebraico,brancura - Js 19:20
EBIASAFE,hebraico,pai de ajuntamento - 1 Cr 6:37
EBROM,hebraico,união; aliança - Js 19:28
EBRONA,hebraico,passagem do mar - Nm 33:34
EBSÃ,hebraico,ativo Jz 12:8
ECBÁTANA,hebraico,imenso - Ed 6:2
ECETAM,hebraico,pequenez - Ed 8:12
ECLESIÁSTES,hebraico,pregador; aquele que fala à assembléia
ECLESIÁSTICO,livro apócrifo
ECROM,hebraico,extirpação - Js 15:11
EDAR,hebraico,rebanho - Gn 35:21
EDE,hebraico,testemunho - Js 22:34
EDEM,hebraico,deleite; lugar de delícias - Gn 2:10
EDEMA,hebraico,solo - Js 19:36
EDNA,hebraico,cheia de graça - Tb 1:2
EDNAS,hebraico,prazer 1 Cr 12:20
EDER,hebraico,rebanho - Gn 35:21
EDISA,hebraico,murta; misto - 1 Mac 7:40
EDOM,hebraico,vermelho - Gn 25:30
EDRAI,hebraico,forte; terra cultivada - Nm 21:33
EDREI,hebraico,fortaleza - Js 12:4
EFÁ,hebraico,trevas - Gn 25:4
EFAI,hebraico,fatigado - Jr 40:8
EFATA,aramaico,abra-te - Mac 7:34
EFER,hebraico,uma caça nova - Gn 25:4
EFES-DAMIM,hebraico,fim do sangue (uvas) | grego: costa de Damim
ÉFESO,latim ,desejável - At 18:24
EFÉSIOS,latim,(epístola) carta aos moradores de Éfeso; uma cidade da Líbia
EFLAL,hebraico,judioso - 1 Cr 2:37
EPODE,hebraico,coberta - Ex 28:4
EFRA,hebraico,um veado; povoação - 1 Cr 4:14
EFRAIM,hebraico,fértil; ser frutífero - Gn 41:52
EFRATA,hebraico,terra frutífera - Rt 4:11
EFROM,hebraico,pertence ao corço - Gn 23:17
EGEU,grego,venerável - Et 2:3
EGITO,grego,Aegyptus | hebraico: Mizraim - que liga; oprime - 1 Cr 1:8
EGLA,hebraico,bezerro; rapariga - 2 Sm 3:5
EGLAIM,hebraico,dois poços; tanque - Ls 15:8
EGLOM,hebraico,vitela - Jz 3:12
EL,hebraico,Deus forte; herói - Gn 1:1
EL-BERITE,hebraico,Deus de concerto - Jz 9:46
EL-BETEL,hebraico,Deus de Betel - Gn 35:7
EL-ELOHE-ISRAEL,hebraico,Deus é Deus de Israel - Gn 33:20
ELA,hebraico,carvalho - Gn 36:41
ELADA,hebraico,Deus adornou - 1 Cr 7:20
ELADE,hebraico,Deus continua - 1 Cr 7:20 - 22
ELAI,grego,tocha - Jt 8:1
ELAM,hebraico,mocidade - Gn 10:22
ELANA,hebraico,Deus é clemente; gracioso - 1 Cr 11:26
ELÃO,hebraico,alto; mocidade - Gn 10:22
ELASA,hebraico,Deus fez - Ed 10:22
ELASAR,hebraico,o mesmo que Sinear; Sinar - Gn 14:1
ELATE,hebraico,terebinto; fortaleza - Dt 2:8
ELCANA,hebraico,possessão de Deus; Deus criou - Ex 6:24
ELDA,hebraico,Deus chamou ou bem amado de Deus - Gn 25:4
ELDADE,hebraico,Deus ama; Deus amou - Nm 11:26
ELEADA,hebraico,Deus é testemunha; a quem Deus louva - 1 Cr 7:21
ELEADE,hebraico,para o alto onde Deus sobe - Nm 32:37 e 1 Cr 7:21
ELEAL,hebraico,para o alto onde Deus sobe - Nm 32:3
ELEALE,hebraico,para o alto onde Deus sobe  - Nm 32:3
ELEASA,hebraico,quem Deus fez - 1 Cr 2:39
ELEAZAR,hebraico,Deus ajudou | latim: Lázarus | grego: Lázaros - Ex 6:23
ELEFE,hebraico,boi; multidão - Js 18:28
ELEM,hebraico,martelo; golpe; pancada - 1 Cr 7:35
ELEUTERIO,grego,o libertador - 1 Mac 12:30
ELI,hebraico,meu Deus; aramaico; altura - 1 Sm 4:18
ELIA,hebraico,Deus é nosso parente - 2 Sm 23:34
ELIABA,hebraico,Deus escondeu - 2 Sm 23:32
ELIABE,,Deus é pai - Nm 1:9
ELIACIM,hebraico,Deus estabeleceu - Jt 4:4
ELIADA,hebraico,Deus conhece - 2 Sm 5:16
ELIADE,hebraico,Deus conhece - 2 Sm 5:16
ELIÃO,hebraico,povo de Deus - 2 Sm 23:34
ELIAQUIM,hebraico,Deus estabeleceu - Is 22:20
ELIAS,hebraico,cujo Deus é Jeová; Jeová é o meu Deus - 1 Rs 17:1
ELIASAFE,hebraico,Deus acrescentou - Nm 1:14
ELIASIBE,hebraico,Deus restaura; que restaurou - 1 Cr 24:12
ELIATA,hebraico,Deus veio - 1 Cr 25:4
ELIAZAFE,hebraico,Deus acrescentou - Nm 1:14
ELICA,hebraico,Deus da congregação; Deus rejeita - 2 Sm 23:25
ELIDADE,hebraico,quem Deus ama; amou - Nm 34:21
ELIEL,hebraico,meu Deus é Deus - 1 Cr 11:46
ELIEMELEQUE,hebraico,meu Deus é rei - Rt 1:2
ELIENAI,hebraico,meus olhos estão em Jeová - 1 Cr 8:20
ELIEZER,hebraico,meu Deus é auxílio - Gn 15:1
ELIFAL,hebraico,Deus é nosso juiz; Deus julgou - 1 Cr 11:35
ELIFAZ,hebraico,Deus é sua força; Deus é forte - Gn 36:4
ELIFELETE,hebraico,Deus é livramento - 1 Cr 3:8
ELIFELAU,hebraico,Deus é excelente - 1 Cr 15:18
ELIM,hebraico,terebintos; palmeiras; lugar de árvores sempre verdes - Ex 15:27
ELIMAS,hebraico,sábio - At 13:8
ELIMELEQUE,hebraico,Jeová é meu Rei - Rt 1:2
ELIONA,hebraico,meus olhos estão postos em Jeová - 1 Cr 4:36
ELIODA,hebraico,quem conhece Deus - 2 Sm 5:16
ELIOENAI,hebraico,meus olhos estão postos em Jeová - 1 Cr 4:36
ELIONAI,hebraico,meus olhos estão em Jeová - 1 Cr 26:3
ELIOREFE,hebraico,meu Deus é uma recompensa - 1 Rs 4:3
ELISA,hebraico,murta - Gn 10:3
ELISA,hebraico,Deus é salvação - Gn 10:4
ELISABETE,Deus de sete,juramento de Deus - Ex 6:23
ELISAFA,hebraico,Deus me protegeu; esconde - Nm 3:30
ELISAFATE,hebraico,Deus de defesa; Deus é juiz; Jeová o escondeu - 2 Cr 23:1
ELISAMA,hebraico,Deus ouviu - Nm 1:10
ELISEBA,hebraico,Deus da promessa - Ex 6:23
ELISEU,hebraico,Deus é salvação - 2 Rs 2:15
ELISUA,hebraico,Deus é salvação; Deus é força - 2 Sm 5:15
ELISUR,hebraico,Deus é uma rocha - Nm 1:5
ELIU,hebraico,Ele é Deus - 1 Sm 1:1
ELIÚDE,hebraico,Deus meu louvor - Mt 1:14
ELIZAFRA,hebraico,quem Deus escondeu - Nm 3:30
ELIZUR,hebraico,Deus é uma rocha - Nm 1:5
ELMADA,hebraico,Deus de medida - Lc 3:28
ELMODADE,hebraico,agitador - 1 Cr 1:20
ELMODAM,hebraico,Deus de medida - Lc 3:28 - 29
ELMODOM,hebraico,Deus de medida - Lc 3:28 - 29
ELMON-DIBLATAIM,hebraico,escondido no pé de figo - Nm 33:46
ELNAAO,hebraico,Deus é alegria - 1 Cr 11:46
ELNAÉM,hebraico,Deus é alegria - 1 Cr 11:46
ELNATÃ,hebraico,Deus deu; Deus tem dado - 2 Rs 24:8
ELOÍ,aramaico,meu Deus - Mc 15:34
ELOM,hebraico,terebinto,carvalho forte - Gn 26:34
ELOM-BETE-HANA,hebraico,carvalho da casa da paixão - 1 Rs 4:9
ELOTE,hebraico,fortaleza - Dt 2:8
ELPAAL,hebraico,Deus operando maravilha; Deus é uma recompensa - 1 Cr 8:11
ELPELETE,hebraico,Deus é livramento - 1 Cr 14:5
EL-SHADAI,hebraico,Deus é Senhor - Ex 6:3
ELTECOM,hebraico,Deus é firmeza - Js 15:59
ELTEQUE,hebraico,Deus é um terror - Js 19:44
ELTOLADE,hebraico,raça - Js 15:30
ELUL,hebraico,grito; colheita da vida - Ne 6:15
ELUZAI,hebraico,Deus é minha forca - 1 Cr 12:5
ELZABADE,hebraico,Deus deu; Deus tem outorgado - 2 Rs 24:8
ELZAFÃ,hebraico,quem Deus escolheu - Nm 3:30
ELZAFRA,hebraico,quem Deus escolheu - Nm 3:30
EMA,hebraico,fiel - 1 Cr 2:5
EMANUEL,hebraico,Deus conosco - Is 7:14
EMATE,hebraico,fontes quentes - Js 19:35
EMAÚS,hebraico,quentes; pessoas desprezadas; formas - Lc 24:13
EMEQUE-QUEZIZ,hebraico,vale de Queziz - Js 18:21
EMER,hebraico,Ele prometeu - 1 Cr 9:12
EMINUS,hebraico,gigantes - Dt 2:9
EMONA,hebraico,coberta; aldeia dos amonitas - Js 18:24
EMOR,hebraico,jumento - At 7:16
ENAZOR,hebraico,fonte de aldeia - Js 19:37
EN-CORÉ,hebraico,fonte do que clama - Js 15:19
EN-DOR,hebraico,fonte de dor; fonte de habitação - Js 17:11
EN-EGLAIN,hebraico,fonte de bezerros - Ez 47:10
EN-GANIN,hebraico,fonte de jardins - Js 19:21
EN-GEDI,hebraico,fonte de cabrito - Is 15:62
EN-HACORÉ,hebraico,fonte do que clama - Jz 15:19
EN-HADÃ,hebraico,fonte de veemência - Js 19:21
EN-HAZOR,hebraico,fonte do recinto; fonte da aldeia - Js 19:37
EN-MISPATE,hebraico,fonte do juizo; fonte do julgamento - Gn 14:7
EN-RIMON,hebraico,fonte de Rimon; trovejador; fonte da romeira - Ne 11:29
EN-ROGEL,hebraico,fonte de Rogel; canal de água - Js 15:7
EN-SEMES,hebraico,fonte do sol - Js 17:7
ENA,hebraico,que tem olhos; lugar das fontes - Nm 1:15
ENACORA,hebraico,fonte de chamada - Jz 15:19
ENAIM,hebraico,duas fontes - Gn 38:14
ENAQUE,hebraico,pescoço comprido - Nm 13:22
ENDOR,hebraico,fonte de habitação - Js 17:11
ENEIAS,grego,louvável; famoso; curado - At 9:34
ENON,grego,fontes - Jo 3:23
ENOQUE,hebraico,iniciado; dedicado - Gn 5:21
ENOS,hebraico,mortal; homem - Gn 5:9
EPAFRAS,grego,forma abreviada de Epafrodito; amável - Cl 1:7
EPAFRODITO,grego,amável - Fl 2:25
EPENETO,grego,digno de louvor - Rm 16:5
EPÍFANES,grego,revelação - 1 Mac 2:19
EQUER,hebraico,estrangeiro que se estabelece em outro lugar - 1 Cr 2:27
ER,hebraico,vigia; ergue-te na vigília - Gn 38:3
ERA,hebraico,vigilante - Nm 26:36
ERASTO,grego,amado - At 19:22
ERCUA,hebraico,fugitivo - Ed 4:9
EREQUE,persa,comprimento - Gn 10:10
ERI,hebraico,vigilância - Gn 46:16
ERSOM,hebraico,dado de gozo; sitiado - Mt 1:3
ESARADOM,persa,Assur deu um irmão; dom do fogo - 2 Rs 19:37-32
ESAR-HADOM,persa,Assur deu um irmão - 2 Rs 19:37
ESAU,hebraico,peludo; cabeludo - Gn 25:25
ESBA,hebraico,razão - Gn 36:26
ESBAAL,hebraico,fogo de Baal - 1 Cr 8:33
ESBAI,hebraico,despojo; belo - 1 Cr 11:37
ESBI,hebraico,despojo; belo - 1 Cr 11:37
ESBOM,hebraico,razão; fortaleza - Gn 46:16
ESCARLATA,hebraico,carmesim - Js 2:18
ESCO,hebraico,opressão - 1 Cr 8:39
ESCOL,hebraico,cacho de uva - Gn 14:24
ESDRAS,hebraico,auxílio; socorro (forma grega de Ezrã) - Ed 7:1
ESDRIAS,hebraico,Deus ajudou - 2 Mac 8:22
ESPEBAM,hebraico,muito vermelho - Gn 36:36
ESEC,hebraico,opressão contenta - Gn 26:20
ESEQUE,hebraico,luta; opressão; contenta
ESER,hebraico,tesouro - Gn 36:21
ESFATA,hebraico,do cavalo - Et 9:7
ESLI,hebraico,perto de mim - Lc 3:25
ESMIRANA,latim,mirra; amargura - Ap 1:11
ESPANHA,um país da Europa, - Rm 15:24
ESPIRITO SANTO,3ª pessoa da Trindade, - Sl 51:11
ESROM,grego,preso; sitiado - Mt 1:3
ESSI,hebraico,ao meu lado está Deus - Lc 3:25
ETAN,hebraico,lugar de seres famintos - 1 Cr 4:32
ESTAOL,hebraico,petição - Js 15:33
ESTAQUIS,grego,espigas - Rm 16:9
ESTEFANAS,grego,coroado - 1 Co 1:16
ESTEMO,hebraico,obediência - Js 15:50
ESTEMOA,hebraico,obediência - Js 15:50
ESTER,hebraico,estrela; persa; situação - Et 2:7
ESTEVÃO,hebraico,uma coroa; grinalda - At 6:5
ESTOM,hebraico,governado por mulher; excessivamente terno - 1 Cr 4:12
ETA,hebraico,firme; fortaleza; lugar de feras - Jz 15:8
ETANA,hebraico,dádiva,salário - 1 Cr 4:7
ETANIM,hebraico,chuva constante - 1 Rs 8:2
ETÃO,hebraico,lugar de seres famintos - 1 Cr 4:32
ETBAAL,hebraico,com Baal - 1 Rs 16:31
ETE-CAZIM,hebraico,tempo de juiz - Js 19:13
ETEI,hebraico,oportuno - 2 Cr 2:35
ETER,hebraico,abundância - Js 15:42
ETIÓPIA,grego,sol abrasador; queimado - 1 Sl 68:31
ETÍOPE,duplamente malicioso - 2 Cr 12:3
ETNA,hebraico,dádiva; salário - 1 Cr 4:7
ETNI,hebraico,liberal - 1 Cr 6:41
EU SOU,hebraico,Jeová; Senhor - Ex 3:14
EUBULO,hebraico,prudente - 2 Tm 4:21
EUDE,hebraico,união; forte - Jz 3:15
EUFRATES,persa,lago; água doce - Gn 2:14
EUMENES,hebraico,bem disposto - 1 Mac 6:6 - 8
EUNICE,grego,vencendo gloriosamente; abençoada com vitória - 1 Tm 1:5
EUNUCO,hebraico,que guarda o aposento - ls 56:3
EUPOLEMO,hebraico,bom na guerra - 1 Mac 8:17
EURA,hebraico,ramos - Jz 7:10
EURO AQUILÃO,grego,vento nordeste - At 27:14
ÊUTICO,grego,afortunada - At 20:9
EVA,hebraico,vida; mãe da vida - Gn 3:20
EVI,hebraico,desejo,concupiscência - Nm 31:8
EVIL-MERODAQUE,babilônico,homem do deus Merodaque - 2 Rs 25:27
EVÓDIA,grego,perfumado; viagem próspera - Fl 4:2
ÊXODO,grego,saídas; nome do livro
EZBAI,hebraico,desprezo - 2 Sm 23:24
EZBAL,hebraico,brilhante - 1 Cr 11:37
EZEI,hebraico,separado; partida - 1 Sm 20:19
EZEM,hebraico,osso - Js 15:29
EZEQUE,hebraico,violência - 1 Cr 8:39
EZEQUIAS,hebraico,fortalecido por Deus; força de Deus - 2 Rs 18:1
EZEQUIEL,hebraico,Deus fortaleceu; Deus fortaleza - Ez 1:3
EZER,hebraico,ajuda; tesouro - Gn 36:21
EZI,hebraico,minha força - Ne 11:22
EZION-GEBER,hebraico,espinha dorsal de gigante; espinha dorsal do homem - Dt 2:8
EZRA,hebraico,ajuda; auxílio - Ne 12:1
EZRA,hebraico,socorro - 1 Cr 4:17
EZRI,hebraico,Deus é meu auxílio - 1 Cr 27:26
EZRIEL,hebraico,auxílio de Deus - 1 Cr 5:24
EZRICÃO,hebraico,auxílio contra o inimigo; auxílio que se levantou - 1 Cr 3:23
FADON,hebraico,liberdade; redenção - Ed 2:44
FACEIAS,hebraico,Jeová deu vista; libertou - 2 Rs 15:23-26
FAGOR,hebraico,abertura - Nm 23:28
FALAIA,hebraico,juízo do Senhor - Ne 11:12
FALETE,libertação - 1 Cr 2:47
FALEZ,hebraico,divisão - Gn 10:25
FALONITA,hebraico,fulano - 1 Cr 11:27
FALTI,hebraico,libertação do Senhor - 1 Sm 25:44
FALTIAS,hebraico,libertação do Senhor - 1 Cr 3:21
FALTIEL,hebraico,salvação de Deus - Nm 34:26
FALU,hebraico,distinguido,notável - Gn 46:9
FANUEL,hebraico,a face de Deus; presenca de Deus - Lc 2:36
FARA,hebraico,ramos - Jz 7:11
FARNAC,hebraico,mui ágil - Nm 34:25
FARNAQUE,hebraico,mui ágil - Nm 34:25
FARSANDO,hebraico,de nascimento nobre - Et 9:7
FARSADANTE,hebraico,de nascimento nobre - Ed 9:7
FARTIEL,hebraico,salvação de Deus - Nm 34:26
FARAÓ,egipcio,a grande casa; regente - 2 Rs 23:29
FARFAR,hebraico,rápido - 2 Rs 5:12
FARMASTA,persa,muito grande - Et 9:9
FARMENAS,grego,pérola; coral - At 6:5,1 Sm 1:2
FAROS,hebraico,irrupção; dividir - 1 Cr 27:3
FARUC,hebraico,florescente - 1 Rs 4:17
FARUDA,hebraico,separada - Ed 2:55
FASEA,hebraico,coxo - 1 Cr 4:12
FASFA,hebraico,opressão - 1 Cr 7:38
FASGA,hebraico,rocha fendida - Nm 21:30
FASPA,hebraico,dispersão - 1 Cr 7:3
FASUR,hebraico,mui nobre - Jr 21:1
FAATE,hebraico,governante - Ed 2:6
FATÉIA,hebraico,solto do Senhor - Ne 9:5
FATIA,hebraico,solto do Senhor - Ne 9:5
FATUEL,hebraico,abertura de Deus - Joel 1:1
FAU,hebraico,gritando - Gn 36:39
FEBE,hebraico,puro; brilhante | grego: luz da lua - Rm 16:1
FECAIA,hebraico,Jeová deu vista; libertou - 2 Rs 15:23 - 26
FEDASSUR,hebraico,redenção por força - Nm 1:10
FELDAS,hebraico,remido de Deus - Nm 34:28
FELDAS,hebraico,lâmpada de fogo - Gn 22:22
FELETE,hebraico,veloz - Nm 16:1
FÉLIX,latim,feliz; próspero - At 24:3
FENEMA,grego,coral - Is 1:2
FELTI,hebraico,libertação do Senhor - Ne 12:17
FENÍCIA,grego,terra de tamareiras; gente de pele escura - At 11:19
FEREZEUS,hebraico,aldeões - Gn 13:7
FERUDA,hebraico,eminência - Ed 5:5
FES-DOMIM,hebraico,costa de Domim - 1 Cr 11:13
FESSE,hebraico,coxo - 1 Cr 4:12
FETAÍAS,hebraico,soldado do Senhor - Ne 3:9
FETATIAS,hebraico,Jeová abre - 1 Cr 24:16
FESTO,latim,festivo; alegre; jubiloso - At 24:27
FESUR,hebraico,muito nobre - Jr 21:1
FEZATA,hebraico,branco - Et 9:9
FIALAS,hebraico,tem bacias - 2 Cr 4:9
FICOL,hebraico,grande; que fala a todos - Gn 21:22
FIGELO,grego,fugitivo - 2 Tm 1:15
FILADÉLFIA,grego,amor fraternal - Ap 3:7
FILEMOM,grego,amante; que beija - Fl 1:1
FILETO,grego,amado; de amor - 2 Tm 2:17
FILIPE,grego,domador de cavalos - Mt 10:3
FILIPENSES,grego,nome dos naturais de Filipo
FILÍSTIA,hebraico,terra de estrangeiros - Sl 60:8
FILÓLOGO,grego,amigo das letras - Rm 16:15
FILOMETOR,grego,amável - 2 Mac 4:21
FILIPOS,grego,pertence a Filipe - At 16:12
FILEGONTE,grego,ardente; zeloso - Rm 16:14
FINEMAS,hebraico,negro - Ex 6:25
FISON,hebraico,grande difusão de água - Gn 2:11
FITON,hebraico,cercado - Ex 1:11
FOLATI,hebraico,obra do Senhor - 1 Cr 26:5
FOQUERETE,hebraico,que enreda - Ed 2:57
FOSEC,hebraico,partidor - 1 Cr 7:33
FORATA,hebraico,ornato; dado a sorte - Et 9:8
FORMOSA,hebraico,beleza; bonita - At 3:2
FORTUNATO,latim,afortunado - 1 Co 16:17
FRÍGIA,grego,algumas versões citam regiões FrigoGalácia; origem desconhecida - At 16:6
FUA,hebraico,boca - Jz 10:1
FURA,hebraico,boca; beleza - Jz 7:10
FUTE,hebraico,extensão - Gn 10:6
FUTIEL,hebraico,afligido por Deus - Ex 6:25
GAA,hebraico,flamífero - Gn 22:24
GAAL,hebraico,aversão - Jz 9:26
GAAR,hebraico,lugar de esconder - Ed 2:47
GAAS,hebraico,terremoto - Js 24:30
GABA,hebraico,outeiro - Js 18:24 e Jt 6:11
GABAA,hebraico,outeiro - Js 18:24 e Jt 6:11
GABAI,hebraico,um fiscal de tributos - Ne 11:8
GÁBATA,hebraico,pavimento - Jo 19:13
GABAEL,hebraico,enviado de Deus - Tb 1:17
GABEA,hebraico,outeiro - Js 18:24
GABEL,hebraico,Deus das alturas - Tb 4:21
GABRIEL,hebraico,homem de Deus; embaixador - Dn 8:16
GADARA,hebraico,capital da Peréia; cercado - Mt 8:28
GADE,hebraico,boa fortuna - Gn 30:11
GADER,hebraico,tapume; muro - Js 12:13
GADI,hebraico,afortunado - Nm 13:11
GADIEL,hebraico,Deus é minha fortuna; Deus afortunou Nm 13:10
GADIS,hebraico,afortunado - 1 Mac 2:4
GAER,hebraico,esconderijo - Ed 2:47
GAETA,hebraico,doentio - Gn 36:11
GAIO,grego,alegre | hebraico: terreno; proprietário - At 19:30
GALAADE,hebraico,fonte perpétua - Gn 37:25
GALÁCIA,branco lácteo; áspero - At 16:6
GALAADI,hebraico,removido pelo Senhor - Ne 12:36
GALAL,latim,que rola - 1 Cr 9:15
GALALI,hebraico,removido pelo Senhor - Ne 12:36
GÁLATAS,pessoas moradoras na Galácia,Epístola do apóstolo Paulo
GALEADE,hebraico,monte de testemunho - Gn 31:47
GALEEDE,hebraico,monte de testemunho - Gn 31:47
GÁLGALA,hebraico,removendo - Dt 11:30
GALIÃO,latim,que vive de leite - At 18:12
GALILÉIA,hebraico,círculo - 1 Rs 9:11
GALIM,hebraico,montões; dois poços - Is 15:8
GÁLIO,latim,que vive de leite - At 18:12
GAMADITAS,hebraico,valentes - Ez 27:11
GAMALIEL,grego,recompensa de Deus - Nm 1:10
GAMARIAS,hebraico,aperfeiçoado pelo Senhor - Jr 36:10
GAMUL,hebraico,recompensado - 1 Cr 24:17
GANZO,hebraico,abundante em sicômoro - 2 Cr 28:18
GAREBE,hebraico,áspero - 1 Cr 11:40
GARMITA,hebraico,que pertence a Gerem - 1 Cr 4:19
GASA,hebraico,forte - Js 13:3
GASMU,hebraico,chuva - Ne 2:19
GATA,hebraico,doentio; vale queimado - Gn 36:11
GATAM,hebraico,vale queimado - Gn 36:11
GATE,,lagar; vale queimado - 1 Sm 17:52
GATE-HEFER,hebraico,lagar da cova; poço - Js 19:13
GATE-RIMON,hebraico,lagar das romãs - Js 19:45
GATRIMOM,hebraico,lagar da romã - Js 21:24
GAVER,hebraico,a cria de uma fera - 2 Rs 9:27
GAZA,hebraico,forte - Js 13:3
GAZÃO,hebraico,devorador - Ed 2:48
GAZER,hebraico,tosquiador - 2 Sm 5:25
GAZOR,hebraico,princípio; lugar talhado - Js 10:33
GEAZI,hebraico,vale da visão - 2 Rs 4:12
GEBA,hebraico,outeiro - Js 18:24
GEBAI,hebraico,um fiscal de tributo - Ne 11:8
GEBAL,hebraico,montanha; confim - Ez 27:9
GEBE,hebraico,outeiro - Js 18:24
GEBEA,hebraico,outeiro - Js 18:24
GEBER,hebraico,herói - 1 Rs 4:19
GEBIM,hebraico,cisterna; gafanhoto - Is 10:31
GEDALIS,hebraico,Deus é grande - 2 Rs 25:22
GEDER,hebraico,muro - Js 12:13
GEDERA,hebraico,muro; aprisco - Js 15:36
GEDEROTAIM,hebraico,dois apriscos - Js 15:36
GEDIEL,hebraico,tropa de Deus - Nm 13:10
GEDEROTE,hebraico,aprisco - Js 15:41
GEDOR,hebraico,muro; fortaleza - 1 Cr 8:31
GEHENNA,hebraico,inferno - 2 Cr 28:3,Jr 7:31
GELEADE,hebraico,fonte perpétua - Jz 11:1
GELILOTE,hebraico,círculos; regiões - Js 18:17-34
GEMALI,hebraico,que possui; monta camelo - Nm 13:12
GEMARIAS,hebraico,Jeová completou - Jr 29:3
GEMARIS,hebraico,Jeová completou; aperfeiçoou - Jr 29:3
GENESARÉ,hebraico,jardim de Hazor - Mt 14:34
GÊNESIS,grego,origem; começo
GENLA,hebraico,ele cumprirá; Deus enche - 1 Rs 22:8
GENUBATE,hebraico,ladrão - 1 Rs 11:20
GEOM,hebraico,corrente - Si 24:37
GERA,hebraico,cereal; grão - Gn 46:21
GERAR,hebraico,cântaro - Gn 10:19
GERASA,hebraico,cercado - Mt 8:28
GERIZIM,hebraico,terra estéril - Jz 9:7
GERSON,hebraico,banimento; peregrino - Ex 2:21
